ACCOUNT_NUMBER,TRADE_ID,CUST_ID,LOAN_TYPE,TRANS_ID,TRANS_DATE,PRICE,QUANTITY,AMOUNT,TRADE_EXECUTION_STATUS,INST_TYPE,EXCHANGE,INDEX_NAME,TRADE_TS,TRADE_TYPE,BUY_SELL_SIDE,TRADER__ID,BROKER_ID,COMMENTS,TRADE_BOOKING_STATE,INTERNAL_TRADE_ID,BOOK_ID,COUNTERPARTY_LE,NOTIONAL_VALUE,INTEREST_RATE,FIXED_RATE,FLOAT_RATE,OPTION_EXPIRY_DATE,OPTION_TYPE,STRIKE_PRICE,BUY_SELL,SETTLEMENT_FREQUENCY,SETTLEMENT_STATUS,SETTLEMENT_CURRENCY,SETTLEMENT_METHOD,MISC_BLOB_1,MISC_BLOB_2,VERSION
18194034f38b98d,35a4f4a1,22fda056fe95a78,CORP,7524740,2018-08-01,3.0552,653153,1995513.05,REJECTED,BANK,CHX,DOW JONES IND,2018-09-28 05:20:23.946,SELL STOP,INST,517,729,CUST_ID: '22fda056fe95a78' PRICE: '3.055200' LOAN_TYPE: 'CORP' EXCHANGE: 'CHX',SUBMITTED,843120480,2265855,China Construction Bank,3927838.91,5.57,5.57,3.31,2020-01-02,PUT,3.1076,BUY,ANNUAL,DONE,GBP,THIRD PARTY,24e79d7f55ce1f0,1a5101fa44c8e54,1
280409b8486fe70,35a4f4a2,22db453952b3890,TIPS,3912895,2018-08-27,94.9500,673429,63942083.55,BOOKED,FEDERAL,PHLX,DOW JONES TRANSPORT,2018-09-25 09:09:03.665,SELL STOP,BUY SIDE,160,941,CUST_ID: '22db453952b3890' PRICE: '94.950000' LOAN_TYPE: 'TIPS' EXCHANGE: 'PHLX',CLEARED,707750344,1189453,Credit Suisse,1518701.27,2.22,2.22,2.87,2021-01-31,ETC,92.6648,BUY,DAILY,REJECTED,CHF,PHYSICAL,20d7e712960c1e0,17860b695f5bdc9,1
180e883e30b5553,35a4f4a3,1af04874754a99c,TIPS,3912895,2018-08-27,9.0644,482375,4372439.95,IN PROCESS,FEDERAL,ISE,STOXX EUROPE,2018-09-24 10:31:19.620,BUY STOP,SELL SIDE,277,810,CUST_ID: '1af04874754a99c' PRICE: '9.064400' LOAN_TYPE: 'TIPS' EXCHANGE: 'ISE',INITIATED,224236745,3875117,Bank of America,9264177.38,6.73,6.73,3.27,2020-06-25,PUT,9.0397,HOLD,MONTHLY,REJECTED,SEK,THIRD PARTY,28ba69ead4b8130,1793a87adf74b67,1
2280476af10ea70,35a4f4a4,1f12b3369636ef0,TIPS,3912895,2018-08-27,154.7362,176140,27255234.27,REJECTED,CLEARING HOUSE,NSX,RUSSEL MIDCAP,2018-09-27 02:36:53.016,STOP,GOVT,10,983,CUST_ID: '1f12b3369636ef0' PRICE: '154.736200' LOAN_TYPE: 'TIPS' EXCHANGE: 'NSX',REVIEW,391888776,8479939,Bradesco,8438801.08,10.14,10.14,6.86,2018-11-22,ETC,159.4688,BUY,DAILY,DONE,CHF,ELECTRONIC,21085e9c1aaf4b8,16ff541bf05a7d0,1
200a52cfd7caef8,35a4f4a5,1a64c02e4bec2d4,TIPS,3912895,2018-08-27,154.9570,707719,109666013.08,CANCELLED,BROKER,BSE,VIX,2018-09-28 09:07:22.356,SELL STOP,BUY SIDE,275,952,CUST_ID: '1a64c02e4bec2d4' PRICE: '154.957000' LOAN_TYPE: 'TIPS' EXCHANGE: 'BSE',REVIEW,884656872,9570978,ICBC,5378798.81,9.02,9.02,4.19,2018-12-30,PUT,139.7140,SUSPEND,MONTHLY,HOLD,EUR,ELECTRONIC,1c2b464f83b1524,28f388798f512b0,1
29e921945af1700,35a4f4a6,23d64b32434a670,TIPS,3912895,2018-08-27,172.6664,992636,171394884.63,BOOKED,BROKER,CME,FTSE WORLD,2018-09-26 02:49:40.981,BUY STOP,THIRD PARTY,683,350,CUST_ID: '23d64b32434a670' PRICE: '172.666400' LOAN_TYPE: 'TIPS' EXCHANGE: 'CME',CLEARED,229714862,8882454,Capital One,5787493.36,12.48,12.48,6.68,2019-04-07,ETC,170.0892,SUSPEND,MONTHLY,DONE,GBP,PHYSICAL,2c598642789eaf0,1c3c721ee6a1230,1
170670b94796b18,35a4f4a7,1ed63179e628970,LOAN_DAILY_BAL,3092514,2018-07-08,124.2063,3032299,376630655.48,BOOKED,BANK,CME,RUSSEL MIDCAP,2018-09-23 09:09:05.293,SELL LIMIT,BUY SIDE,941,539,CUST_ID: '1ed63179e628970' PRICE: '124.206305' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'CME',CLEARED,376024084,5013240,Bradesco,1144110.79,10.63,10.63,12.37,2019-05-04,CALL,126.5902,SELL,WEEKLY,HOLD,EUR,DIRECT,168e42fc2b9c7e7,2bff0cf32720a70,1
180e883e30b5553,35a4f4af,1af04874754a99c,CD,4149099,2018-09-04,78.3450,549572,43056218.34,DEFERRED,BANK,NYSE,DOW JONES IND,2018-09-29 10:49:11.677,BUY LIMIT,INST,769,186,CUST_ID: '1af04874754a99c' PRICE: '78.345000' LOAN_TYPE: 'CD' EXCHANGE: 'NYSE',REVIEW,495935871,2432308,Deutsche Bank,1490650.12,12.58,12.58,12.59,2019-02-13,CALL,83.2677,SELL,WEEKLY,HOLD,EUR,DIRECT,1fe3a4ee9731248,286e021e81b1090,1
1751ca567c74315,35a4f4af,1aec877ba884f88,CD,8571785,2018-08-26,80.8753,870429,70396206.50,DEFERRED,BROKER,CHX,RUSSEL MIDCAP,2018-09-29 10:49:11.677,BUY STOP,SELL SIDE,188,98,CUST_ID: '1aec877ba884f88' PRICE: '80.875300' LOAN_TYPE: 'CD' EXCHANGE: 'CHX',SUBMITTED,365120928,5013240,Capital One,1530980.95,12.74,12.74,4.46,2019-06-28,CALL,84.7730,HOLD,ANNUAL,CANCELLED,GBP,THIRD PARTY,2488b705bdb25b0,1df295a46158f6c,1
1c0277c2e4048dc,35a4f4af,1b55481728439f0,CD,5532921,2018-07-25,187.4316,115574,21662219.74,IN PROCESS,BROKER,NYSE,DOW JONES TRANSPORT,2018-09-29 10:49:11.677,SELL STOP,BUY SIDE,52,257,CUST_ID: '1b55481728439f0' PRICE: '187.431600' LOAN_TYPE: 'CD' EXCHANGE: 'NYSE',SUBMITTED,667334133,5545897,JP Morgan,6288854.64,10.60,10.60,10.41,2019-12-19,CALL,182.2570,HOLD,SEMI ANNUAL,REJECTED,EUR,THIRD PARTY,19c0b306e7781a2,258b792ccef0158,1
2227511f5cebba0,35a4f4af,21b54042366d2c0,TIPS,2296397,2018-08-12,105.8877,437815,46359223.38,CANCELLED,STATE,CHX,DOW GLOBAL,2018-09-29 10:49:11.677,MARKET,GOVT,326,421,CUST_ID: '21b54042366d2c0' PRICE: '105.887700' LOAN_TYPE: 'TIPS' EXCHANGE: 'CHX',SUBMITTED,752538304,369868,Wells Fargo,9583168.98,4.55,4.55,2.29,2020-08-23,OTC,113.8355,SELL,ANNUAL,HOLD,EUR,DIRECT,186f21a5fb6efea,1ababed64d85018,1
1e8341ca118fae0,35a4f4b0,18e4ca0f151ba16,FEDERAL,3016866,2018-07-12,197.7534,823885,162926059.96,BOOKED,STATE,CBOE,DOW GLOBAL,2018-09-25 10:49:53.881,BUY STOP,THIRD PARTY,124,31,CUST_ID: '18e4ca0f151ba16' PRICE: '197.753400' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CBOE',SUBMITTED,101710422,3382367,Credit Suisse,2355177.02,5.99,5.99,11.40,2019-10-22,PUT,195.8387,SUSPEND,ANNUAL,REJECTED,SEK,DIRECT,21085e9c1aaf4b8,275f5f59cc800e0,1
2c0aaf4f6d58830,35a4f4b2,1c7b39ccb2e4780,CD,2513007,2018-08-27,6.8803,343833,2365674.19,EXECUTED,STATE,NASDAQ,RUSSEL MIDCAP,2018-09-28 05:40:59.152,STOP,INST,420,825,CUST_ID: '1c7b39ccb2e4780' PRICE: '6.880300' LOAN_TYPE: 'CD' EXCHANGE: 'NASDAQ',INITIATED,745546241,9010978,Citi,6901658.00,8.56,8.56,9.95,2019-03-25,OTC,6.2954,SELL,MONTHLY,CANCELLED,SEK,ELECTRONIC,18d8384e20bd6be,2952705c782f760,1
1c855f9d312e6bc,35a4f4b2,2c3151d783640c0,FEDERAL,8630277,2018-07-26,105.7975,214741,22719060.95,REJECTED,BANK,AMEX,STOXX EUROPE,2018-09-28 05:40:59.152,BUY STOP,THIRD PARTY,211,38,CUST_ID: '2c3151d783640c0' PRICE: '105.797500' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'AMEX',INITIATED,494975817,2961749,Capital One,9492896.49,3.87,3.87,8.41,2021-01-21,ETC,111.6533,HOLD,WEEKLY,REJECTED,USD,ELECTRONIC,213455a434a49c0,1f4992eb0e96ba8,1
29377da49768760,35a4f4b2,28a6330b10f43f0,TIPS,936805,2018-09-17,122.1667,400817,48966490.19,REJECTED,STATE,NASDAQ,DOW JONES IND,2018-09-28 05:40:59.152,BUY LIMIT,BUY SIDE,839,515,CUST_ID: '28a6330b10f43f0' PRICE: '122.166700' LOAN_TYPE: 'TIPS' EXCHANGE: 'NASDAQ',REVIEW,278816117,1732620,Credit Suisse,1316225.02,4.81,4.81,8.63,2019-12-02,OTC,113.3172,SELL,MONTHLY,HOLD,JPY,PHYSICAL,16d1e52c946cb8c,2006e0151403e48,1
214ddae934afa58,35a4f4b9,2988a1c7e8269f0,CD,6775314,2018-09-14,166.9236,36118,6028946.58,IN PROCESS,CLEARING HOUSE,AMEX,DOW GLOBAL,2018-09-28 01:56:26.437,MARKET,BUY SIDE,916,700,CUST_ID: '2988a1c7e8269f0' PRICE: '166.923600' LOAN_TYPE: 'CD' EXCHANGE: 'AMEX',SUBMITTED,503321147,2175827,Deutsche Bank,5862144.35,10.12,10.12,5.08,2019-05-10,CALL,172.7582,SUSPEND,ANNUAL,DONE,AUD,ELECTRONIC,1dad00eaf4ac5e0,187d59d664f77d4,1
2638c21a22ab630,35a4f4ba,222e650b53237a8,CD,6775314,2018-09-14,194.1681,596310,115784379.71,IN PROCESS,BROKER,PHLX,RUSSEL MIDCAP,2018-09-26 07:04:06.965,SELL LIMIT,INST,309,350,CUST_ID: '222e650b53237a8' PRICE: '194.168100' LOAN_TYPE: 'CD' EXCHANGE: 'PHLX',SUBMITTED,264674539,9840724,Goldman Sachs,6526938.20,12.80,12.80,9.18,2020-08-24,ETC,176.9395,SUSPEND,ANNUAL,HOLD,AUD,PHYSICAL,240c8648b2e4b90,2becd6dfe08e200,1
271960e7d02c6b0,35a4f4bb,27fb371143ccd10,CD,6775314,2018-09-14,133.8102,324140,43373238.23,IN PROCESS,BROKER,CBOE,DOW JONES TRANSPORT,2018-09-27 10:43:25.003,SELL LIMIT,THIRD PARTY,425,621,CUST_ID: '27fb371143ccd10' PRICE: '133.810200' LOAN_TYPE: 'CD' EXCHANGE: 'CBOE',CLEARED,579302919,7881774,Deutsche Bank,4656313.83,9.65,9.65,10.27,2019-08-24,OTC,131.4369,BUY,ANNUAL,REJECTED,GBP,THIRD PARTY,25db9f692160430,1815ee03ef24874,1
2638c21a22ab630,35a4f4bc,222e650b53237a8,CD,6775314,2018-09-14,43.4454,448826,19499425.10,EXECUTED,CLEARING HOUSE,CHX,STOXX EUROPE,2018-09-24 04:31:47.009,SELL LIMIT,SELL SIDE,368,938,CUST_ID: '222e650b53237a8' PRICE: '43.445400' LOAN_TYPE: 'CD' EXCHANGE: 'CHX',CLEARED,151554709,6987953,ICBC,786228.84,3.76,3.76,6.33,2020-03-15,PUT,47.3918,BUY,MONTHLY,HOLD,CNY,PHYSICAL,28fc249beabcd10,1fe717cd2ebd308,1
1c6420a980fc1b4,35a4f4bd,27df5d7ac69c170,LOAN_DAILY_BAL,7765501,2018-09-02,131.4123,1405394,184685989.62,EXECUTED,BANK,AMEX,DOW JONES TRANSPORT,2018-09-25 09:39:04.106,STOP,SELL SIDE,609,68,CUST_ID: '27df5d7ac69c170' PRICE: '131.412251' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'AMEX',CLEARED,785072709,9811854,TD,2125812.50,11.61,11.61,4.01,2019-11-20,PUT,164.4114,SUSPEND,DAILY,DONE,CNY,ELECTRONIC,26b58dc525a3840,1b4499fa7587758,1
2b3bfd2621de800,35a4f4be,1a1ad5aafe8d63c,FEDERAL,7282026,2018-08-19,104.9566,148424,15578078.40,EXECUTED,BROKER,PHLX,DOW JONES IND,2018-09-23 01:40:52.264,BUY LIMIT,BUY SIDE,334,319,CUST_ID: '1a1ad5aafe8d63c' PRICE: '104.956600' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'PHLX',SUBMITTED,503779713,7518963,Capital One,8348904.04,6.57,6.57,10.37,2018-10-13,OTC,110.3181,BUY,ANNUAL,HOLD,MXN,DIRECT,1e8f7c054727060,26ac313025e80c0,1
1d722b753fa251c,35a4f4bf,23e17c122233898,FEDERAL,3669280,2018-07-11,183.4924,976585,179195925.45,BOOKED,CLEARING HOUSE,ISE,DOW JONES TRANSPORT,2018-09-23 09:27:41.299,MARKET,GOVT,800,347,CUST_ID: '23e17c122233898' PRICE: '183.492400' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'ISE',CLEARED,158200193,7469521,Wells Fargo,2808645.19,8.57,8.57,5.38,2020-02-03,PUT,189.9873,HOLD,QUARTERLY,HOLD,EUR,ELECTRONIC,1d9a3185ea27c74,1c4fb298d59169c,1
1ac308c023b8bac,35a4f4c0,273445e18463490,FEDERAL,3669280,2018-07-11,46.9473,208276,9777995.85,REJECTED,FEDERAL,CME,DOW GLOBAL,2018-09-27 02:14:19.834,STOP,GOVT,423,130,CUST_ID: '273445e18463490' PRICE: '46.947300' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CME',INITIATED,145962965,9025761,ICBC,6636008.40,11.80,11.80,9.46,2018-11-12,ETC,45.2240,BUY,DAILY,HOLD,SEK,PHYSICAL,1ed0643ba6b2b78,26e9cbe4b073380,1
1e8341ca118fae0,35a4f4c1,18e4ca0f151ba16,FEDERAL,3669280,2018-07-11,45.9435,473719,21764308.88,DEFERRED,BROKER,CHX,DOW JONES TRANSPORT,2018-09-23 11:37:51.872,MARKET,BUY SIDE,814,986,CUST_ID: '18e4ca0f151ba16' PRICE: '45.943500' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CHX',CLEARED,567694076,3843403,ICBC,594763.05,10.28,10.28,11.48,2020-06-15,OTC,42.7627,BUY,ANNUAL,CANCELLED,CAD,PHYSICAL,2a3da1391c54300,23ab4e4334408e8,1
25b20daee733838,35a4f4c2,2092d5fe2cd93f0,FEDERAL,3669280,2018-07-11,149.0046,859648,128091506.38,EXECUTED,BROKER,PHLX,SP500,2018-09-24 08:19:31.043,MARKET,THIRD PARTY,927,254,CUST_ID: '2092d5fe2cd93f0' PRICE: '149.004600' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'PHLX',CLEARED,802206002,5223055,Credit Suisse,5024221.28,11.55,11.55,5.58,2019-06-26,CALL,152.6535,SELL,ANNUAL,DONE,GBP,THIRD PARTY,2a3ec0df056bc60,26e9cbe4b073380,1
21bb0ecfee33fd0,35a4f4c3,1eccc713d6c3c48,LOAN_DAILY_BAL,17145,2018-08-12,134.5509,2518228,338829736.57,IN PROCESS,BANK,NSX,VIX,2018-09-26 07:48:15.288,SELL STOP,INST,214,91,CUST_ID: '1eccc713d6c3c48' PRICE: '134.550857' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'NSX',REVIEW,836928595,9915354,Goldman Sachs,3770197.67,6.39,6.39,2.57,2019-11-30,CALL,138.1126,HOLD,DAILY,DONE,EUR,PHYSICAL,2a640231d0fb1e0,2c649eb1c6413b0,1
29aadc95e90fbc0,35a4f4cc,2453d214426e468,STATE,1989645,2018-07-06,165.4444,134949,22326556.34,BOOKED,CLEARING HOUSE,AMEX,DOW JONES TRANSPORT,2018-09-25 02:24:41.875,BUY STOP,SELL SIDE,783,139,CUST_ID: '2453d214426e468' PRICE: '165.444400' LOAN_TYPE: 'STATE' EXCHANGE: 'AMEX',CLEARED,247710499,9116300,Agricultural Bank of China,8652174.53,5.56,5.56,8.93,2020-01-02,PUT,169.5934,SELL,DAILY,DONE,CHF,PHYSICAL,2824906a09acde0,16bfd51b812f3bd,1
29ea5493f1d5cb0,35a4f4cc,2bbaa2938fe6e20,CD,3575592,2018-09-24,107.7684,850287,91634069.53,IN PROCESS,CUSTODIAN,CME,VIX,2018-09-25 02:24:41.875,SELL LIMIT,THIRD PARTY,148,976,CUST_ID: '2bbaa2938fe6e20' PRICE: '107.768400' LOAN_TYPE: 'CD' EXCHANGE: 'CME',INITIATED,212393794,3223630,Bradesco,7184954.93,2.22,2.22,12.45,2018-12-19,CALL,112.9405,BUY,ANNUAL,CANCELLED,CAD,THIRD PARTY,1e2eb5f797fe6dc,16636c19ed8fc66,1
1983dd1e0a5e9ac,35a4f4cc,27c99a393ba86d0,STATE,2720358,2018-07-22,44.3783,589533,26162472.33,CANCELLED,CLEARING HOUSE,ISE,FTSE WORLD,2018-09-25 02:24:41.875,STOP,INST,129,339,CUST_ID: '27c99a393ba86d0' PRICE: '44.378300' LOAN_TYPE: 'STATE' EXCHANGE: 'ISE',CLEARED,755389444,8609289,HSBC,4889405.92,6.70,6.70,12.36,2020-12-07,CALL,43.3942,BUY,QUARTERLY,REJECTED,CAD,PHYSICAL,2c3b4190befdd30,2957bf7b5786c50,1
1c6420a980fc1b4,35a4f4cc,27df5d7ac69c170,CORP,6612880,2018-07-15,108.4844,19236,2086805.92,CANCELLED,BANK,ISE,SP500,2018-09-25 02:24:41.875,SELL STOP,BUY SIDE,754,658,CUST_ID: '27df5d7ac69c170' PRICE: '108.484400' LOAN_TYPE: 'CORP' EXCHANGE: 'ISE',SUBMITTED,831780827,8570286,ICBC,7336547.73,2.78,2.78,7.72,2018-11-09,OTC,116.9916,SUSPEND,ANNUAL,REJECTED,AUD,ELECTRONIC,28812813e5ecb80,20077760102a108,1
1e0dc87ac3f0c04,35a4f4d1,255e8e3c3f1a228,STATE,9253587,2018-08-04,123.2338,31224,3847852.17,EXECUTED,STATE,PHLX,DOW GLOBAL,2018-09-29 07:52:20.913,MARKET,INST,179,654,CUST_ID: '255e8e3c3f1a228' PRICE: '123.233800' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',REVIEW,714647657,9739054,China Construction Bank,9361281.53,9.56,9.56,4.68,2021-02-22,PUT,133.0243,BUY,QUARTERLY,CANCELLED,CAD,PHYSICAL,28a63e42a9dbeb0,235c3c14720a8f8,1
1997bde9cbd1e30,35a4f4e1,242696728c2cf78,STATE,6383789,2018-08-23,140.2665,712381,99923189.54,REJECTED,CLEARING HOUSE,CHX,RUSSEL MIDCAP,2018-09-28 05:15:56.751,BUY LIMIT,THIRD PARTY,524,738,CUST_ID: '242696728c2cf78' PRICE: '140.266500' LOAN_TYPE: 'STATE' EXCHANGE: 'CHX',REVIEW,797612194,5432489,UBS,6719094.40,7.61,7.61,5.41,2020-05-23,OTC,145.7847,SUSPEND,SEMI ANNUAL,HOLD,GBP,ELECTRONIC,1b7b22fb1868274,2060b311fbd0ae0,1
271960e7d02c6b0,35a4f4e2,27fb371143ccd10,STATE,6383789,2018-08-23,84.0345,635523,53405857.54,CANCELLED,BANK,NASDAQ,DOW GLOBAL,2018-09-24 05:36:30.761,SELL STOP,INST,122,24,CUST_ID: '27fb371143ccd10' PRICE: '84.034500' LOAN_TYPE: 'STATE' EXCHANGE: 'NASDAQ',SUBMITTED,817979184,1851091,MUFG,4624263.53,9.39,9.39,4.59,2019-12-19,OTC,81.0921,HOLD,SEMI ANNUAL,CANCELLED,SEK,THIRD PARTY,22b44f6c6d0ed58,170b9306114adba,1
264429be57397d0,35a4f4e3,289210a9ee456c0,STATE,6383789,2018-08-23,47.7662,519401,24809812.05,IN PROCESS,CUSTODIAN,NASDAQ,NASDAQ COMP,2018-09-25 03:06:33.187,SELL STOP,BUY SIDE,867,219,CUST_ID: '289210a9ee456c0' PRICE: '47.766200' LOAN_TYPE: 'STATE' EXCHANGE: 'NASDAQ',SUBMITTED,707306486,8882454,Capital One,1512837.23,3.75,3.75,10.89,2021-04-23,OTC,44.0855,HOLD,DAILY,CANCELLED,CHF,PHYSICAL,2c528b652ce3670,277aa9a3b33d870,1
1c6420a980fc1b4,35a4f4e4,27df5d7ac69c170,STATE,6383789,2018-08-23,178.3472,904430,161302558.10,DEFERRED,BROKER,PHLX,DOW GLOBAL,2018-09-26 07:17:03.110,MARKET,GOVT,352,805,CUST_ID: '27df5d7ac69c170' PRICE: '178.347200' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',SUBMITTED,507726432,3443826,ICBC,7105862.12,3.14,3.14,11.96,2019-10-01,ETC,170.7057,BUY,ANNUAL,CANCELLED,CAD,ELECTRONIC,25f9cf8c4d674f8,217e8eb00f022e8,1
170670b94796b18,35a4f4e5,1ed63179e628970,LOAN_DAILY_BAL,936805,2018-08-13,122.4653,2771735,339441417.22,IN PROCESS,BROKER,BSE,SP500,2018-09-24 03:30:50.325,SELL LIMIT,THIRD PARTY,172,446,CUST_ID: '1ed63179e628970' PRICE: '122.465321' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'BSE',SUBMITTED,187645386,8594587,Wells Fargo,9738437.45,8.84,8.84,11.64,2019-12-09,PUT,73.0491,SUSPEND,WEEKLY,DONE,MXN,PHYSICAL,1d7547ab8ad48bc,1c3c721ee6a1230,1
170670b94796b18,35a4f4e6,1ed63179e628970,FEDERAL,5532921,2018-07-02,172.9149,428595,74110461.57,REJECTED,FEDERAL,CHX,DOW JONES IND,2018-09-28 04:51:10.538,SELL LIMIT,SELL SIDE,590,356,CUST_ID: '1ed63179e628970' PRICE: '172.914900' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CHX',INITIATED,848932583,3875117,Barclays,1982344.81,4.43,4.43,4.24,2019-09-17,PUT,178.6622,SUSPEND,ANNUAL,REJECTED,CHF,PHYSICAL,2331a1983c9ff38,23968b3fa403448,1
260aafb3ec33ec0,35a4f4e7,24e701cdb67c3e8,FEDERAL,5532921,2018-07-02,12.4792,243219,3035178.54,CANCELLED,STATE,ISE,DOW GLOBAL,2018-09-29 11:28:13.824,STOP,GOVT,131,959,CUST_ID: '24e701cdb67c3e8' PRICE: '12.479200' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'ISE',INITIATED,820397811,6334473,MUFG,2177567.35,5.30,5.30,7.50,2019-02-28,ETC,13.0605,SUSPEND,DAILY,CANCELLED,CNY,DIRECT,2239f4c09631728,175ebfb82a6bc68,1
29aadc95e90fbc0,35a4f4e8,2453d214426e468,FEDERAL,5532921,2018-07-02,18.2076,721736,13141080.39,DEFERRED,CLEARING HOUSE,CME,DOW JONES TRANSPORT,2018-09-25 01:02:37.107,STOP,THIRD PARTY,476,897,CUST_ID: '2453d214426e468' PRICE: '18.207600' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CME',REVIEW,412164722,4493678,Deutsche Bank,8674332.09,3.36,3.36,5.40,2020-04-16,ETC,18.3586,HOLD,WEEKLY,HOLD,CNY,THIRD PARTY,23a42010ae64898,1b18b117ceb7568,1
1659723abf2763a,35a4f4e9,23d8216591c25b8,FEDERAL,5532921,2018-07-02,84.4052,945361,79793384.28,IN PROCESS,BROKER,CBOE,NASDAQ COMP,2018-09-26 09:57:24.602,BUY LIMIT,GOVT,13,244,CUST_ID: '23d8216591c25b8' PRICE: '84.405200' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CBOE',REVIEW,828922150,9478851,Agricultural Bank of China,452651.36,2.20,2.20,3.95,2020-08-24,PUT,79.5079,HOLD,SEMI ANNUAL,HOLD,MXN,DIRECT,237cb233bdb3c98,19039686cbacdfe,1
1e865aea7b69ef8,35a4f4ea,26f8395a8f86380,FEDERAL,5532921,2018-07-02,142.3035,313700,44640607.95,REJECTED,CUSTODIAN,PHLX,STOXX EUROPE,2018-09-28 02:49:31.727,BUY LIMIT,GOVT,869,869,CUST_ID: '26f8395a8f86380' PRICE: '142.303500' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'PHLX',INITIATED,726029645,6125035,Agricultural Bank of China,6639288.09,11.05,11.05,8.03,2019-03-24,CALL,148.1443,SELL,MONTHLY,REJECTED,CNY,THIRD PARTY,265b9f84e6f90a0,2becd6dfe08e200,1
2227511f5cebba0,35a4f4eb,21b54042366d2c0,LOAN_DAILY_BAL,7947059,2018-09-26,80.9469,2652611,214720712.73,IN PROCESS,BANK,BSE,DOW GLOBAL,2018-09-29 06:53:05.595,STOP,BUY SIDE,873,503,CUST_ID: '21b54042366d2c0' PRICE: '80.946928' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'BSE',CLEARED,399498258,8213285,Citi,1398772.70,4.39,4.39,3.15,2020-07-11,PUT,158.5244,SUSPEND,QUARTERLY,HOLD,CHF,PHYSICAL,1c0dc8b0b26fc3c,17641917bc6cd27,1
29ea5493f1d5cb0,35a4f4f1,2bbaa2938fe6e20,STATE,5269744,2018-08-28,75.5739,828320,62599372.85,DEFERRED,BANK,NSX,STOXX EUROPE,2018-09-23 08:46:03.874,BUY STOP,INST,48,882,CUST_ID: '2bbaa2938fe6e20' PRICE: '75.573900' LOAN_TYPE: 'STATE' EXCHANGE: 'NSX',INITIATED,315995174,3668998,Citi,9544406.59,12.14,12.14,5.13,2020-04-25,CALL,80.5477,SELL,MONTHLY,HOLD,EUR,PHYSICAL,1fe6944b27cb0a0,218b7db11d0db08,1
27c1a680485ba20,35a4f4f3,2aea0a17e9d2b90,CORP,7282026,2018-07-06,20.6239,786478,16220243.62,CANCELLED,BANK,AMEX,FTSE WORLD,2018-09-26 03:15:57.379,MARKET,GOVT,935,828,CUST_ID: '2aea0a17e9d2b90' PRICE: '20.623900' LOAN_TYPE: 'CORP' EXCHANGE: 'AMEX',SUBMITTED,888946286,2744600,Bradesco,5905492.72,5.85,5.85,10.35,2019-06-22,ETC,19.9856,BUY,ANNUAL,REJECTED,AUD,THIRD PARTY,1f561561bd187b0,1d3f3071ba597a0,1
2b462022525d0b0,35a4f4f4,2578ba20d829ea8,CORP,7282026,2018-07-06,82.4242,33699,2777613.12,CANCELLED,CUSTODIAN,PHLX,RUSSEL MIDCAP,2018-09-26 03:37:07.299,SELL STOP,BUY SIDE,928,286,CUST_ID: '2578ba20d829ea8' PRICE: '82.424200' LOAN_TYPE: 'CORP' EXCHANGE: 'PHLX',REVIEW,637558993,3944725,Goldman Sachs,8001959.79,3.87,3.87,7.10,2019-03-06,PUT,77.8429,HOLD,MONTHLY,HOLD,JPY,PHYSICAL,2759ae6a981e270,2aa0eb7b4cb3c60,1
23926a0628ebcd8,35a4f4f5,1d2e9f40a29bf98,CORP,7282026,2018-07-06,34.0033,608615,20694918.43,REJECTED,CLEARING HOUSE,CBOE,DOW JONES TRANSPORT,2018-09-25 06:40:20.258,SELL STOP,GOVT,464,496,CUST_ID: '1d2e9f40a29bf98' PRICE: '34.003300' LOAN_TYPE: 'CORP' EXCHANGE: 'CBOE',SUBMITTED,176693237,9494305,Santander,4146629.31,3.84,3.84,11.88,2020-03-03,CALL,35.7580,SELL,SEMI ANNUAL,CANCELLED,MXN,THIRD PARTY,1e52f0cecc05a10,29d2791cc2a4220,1
